pedido_id,data_pedido,cliente_id,produto_id,produto,categoria,marca,quantidade,preco_unitario,desconto,frete,valor_total,canal_venda,forma_pagamento,cidade,estado,status_pedido
813,2025-06-17,1286,105,Monitor 24 Full HD,Monitores,ViewTop,2,1023.63,0.0,26.66,2073.92,Marketplace,Pix,Porto Alegre,RS,Cancelado
814,2025-10-10,1445,101,Notebook Pro 14,Notebook,TechMax,1,4320.79,0.0,21.44,4342.23,App,Boleto,Salvador,BA,Entregue
815,2025-07-23,1182,104,Teclado Mecânico K80,Periféricos,ClickGo,1,331.85,26.55,27.58,332.88,Marketplace,Boleto,Florianópolis,SC,Entregue
816,2025-03-30,1196,109,Smartphone S12,Smartphone,MobiOne,4,2394.22,0.0,43.88,9620.76,App,Pix,Recife,PE,Faturado
817,2025-11-09,1216,108,Caixa de Som Mini,Áudio,SoundBit,1,185.45,0.0,43.48,228.93,App,Boleto,Rio de Janeiro,RJ,Entregue
818,2025-07-25,1083,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1712.78,85.64,3.54,1630.68,Marketplace,Cartão de Crédito,Salvador,BA,Faturado
819,2025-11-24,1310,106,Monitor 27 QHD,Monitores,ViewTop,2,1741.71,0.0,31.34,3514.76,App,Pix,Porto Alegre,RS,Entregue
820,2025-01-12,1267,105,Monitor 24 Full HD,Monitores,ViewTop,2,1074.8,64.49,9.33,2094.44,Marketplace,Pix,Recife,PE,Cancelado
821,2025-04-07,1373,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,113.99,0.0,20.54,134.53,Site,Boleto,Rio de Janeiro,RJ,Entregue
822,2025-11-30,1204,105,Monitor 24 Full HD,Monitores,ViewTop,1,926.01,46.3,36.56,916.27,Site,Cartão de Crédito,Campinas,SP,Entregue
823,2025-01-19,1395,102,Notebook Air 13,Notebook,TechMax,1,3342.33,0.0,14.26,3356.59,Marketplace,Boleto,Recife,PE,Faturado
824,2025-02-16,1080,102,Notebook Air 13,Notebook,TechMax,2,3707.51,593.2,16.59,6838.41,Site,Boleto,Campinas,SP,Cancelado
825,2025-03-20,1378,107,Headset Gamer H7,Áudio,SoundBit,1,282.31,8.47,33.51,307.35,Marketplace,Pix,Curitiba,PR,Entregue
826,2025-05-08,1430,111,Tablet T10,Tablet,MobiOne,1,1447.06,115.76,38.97,1370.27,Site,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
827,2025-11-15,1240,101,Notebook Pro 14,Notebook,TechMax,2,4113.17,411.32,16.23,7831.25,App,Pix,Porto Alegre,RS,Entregue
828,2025-08-06,1091,109,Smartphone S12,Smartphone,MobiOne,1,2431.23,0.0,45.65,2476.88,App,Boleto,Recife,PE,Cancelado
829,2025-11-21,1328,108,Caixa de Som Mini,Áudio,SoundBit,3,193.85,0.0,48.44,629.99,App,Boleto,Florianópolis,SC,Cancelado
830,2025-03-23,1117,105,Monitor 24 Full HD,Monitores,ViewTop,4,977.93,117.35,20.14,3814.51,Site,Pix,Porto Alegre,RS,Cancelado
831,2025-03-12,1080,105,Monitor 24 Full HD,Monitores,ViewTop,3,948.5,0.0,25.93,2871.43,Marketplace,Cartão de Crédito,Porto Alegre,RS,Entregue
832,2025-04-08,1147,101,Notebook Pro 14,Notebook,TechMax,1,4557.32,0.0,30.21,4587.53,Marketplace,Boleto,Goiânia,GO,Entregue
833,2025-06-15,1005,101,Notebook Pro 14,Notebook,TechMax,4,3833.03,459.96,27.43,14899.59,Marketplace,Pix,Recife,PE,Entregue
834,2025-10-22,1192,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1778.54,142.28,7.18,1643.44,Site,Pix,Belo Horizonte,MG,Cancelado
835,2025-03-25,1084,109,Smartphone S12,Smartphone,MobiOne,3,2386.0,214.74,29.89,6973.15,App,Boleto,Salvador,BA,Entregue
836,2025-11-05,1135,111,Tablet T10,Tablet,MobiOne,3,1397.58,0.0,32.36,4225.1,Site,Pix,Salvador,BA,Entregue
837,2025-11-22,1333,111,Tablet T10,Tablet,MobiOne,2,1508.83,0.0,33.54,3051.2,App,Boleto,Belo Horizonte,MG,Entregue
838,2025-02-28,1094,105,Monitor 24 Full HD,Monitores,ViewTop,1,923.74,0.0,26.24,949.98,Site,Pix,Salvador,BA,Faturado
839,2025-09-23,1359,102,Notebook Air 13,Notebook,TechMax,4,3783.18,0.0,5.84,15138.56,App,Pix,Recife,PE,Entregue
840,2025-05-30,1026,104,Teclado Mecânico K80,Periféricos,ClickGo,1,354.75,17.74,47.14,384.15,App,Cartão de Crédito,Porto Alegre,RS,Entregue
841,2025-10-11,1065,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,123.59,19.77,33.94,261.35,App,Pix,Campinas,SP,Entregue
842,2025-03-09,1078,112,Webcam HD Pro,Acessórios,VisionCam,1,276.9,0.0,0.77,277.67,Site,Pix,São Paulo,SP,Faturado
843,2025-03-14,1403,104,Teclado Mecânico K80,Periféricos,ClickGo,3,351.22,0.0,47.78,1101.44,Marketplace,Pix,Porto Alegre,RS,Entregue
844,2025-10-15,1432,108,Caixa de Som Mini,Áudio,SoundBit,2,196.86,19.69,30.8,404.83,Site,Cartão de Crédito,São Paulo,SP,Faturado
845,2025-02-23,1241,105,Monitor 24 Full HD,Monitores,ViewTop,1,1011.67,0.0,0.42,1012.09,Site,Cartão de Crédito,Salvador,BA,Cancelado
846,2025-12-07,1394,105,Monitor 24 Full HD,Monitores,ViewTop,1,925.23,0.0,4.62,929.85,App,Cartão de Crédito,Salvador,BA,Faturado
847,2025-03-14,1102,107,Headset Gamer H7,Áudio,SoundBit,1,278.16,8.34,21.68,291.5,Marketplace,Boleto,Recife,PE,Faturado
848,2025-09-05,1200,102,Notebook Air 13,Notebook,TechMax,1,3748.69,0.0,0.45,3749.14,App,Pix,Goiânia,GO,Entregue
849,2025-07-31,1267,106,Monitor 27 QHD,Monitores,ViewTop,1,1671.77,0.0,12.08,1683.85,Site,Pix,Rio de Janeiro,RJ,Cancelado
850,2025-09-02,1027,108,Caixa de Som Mini,Áudio,SoundBit,1,175.52,8.78,4.56,171.3,App,Cartão de Crédito,Curitiba,PR,Entregue
851,2025-03-10,1008,102,Notebook Air 13,Notebook,TechMax,3,3664.65,0.0,10.7,11004.65,Site,Pix,Belo Horizonte,MG,Entregue
852,2025-10-23,1005,110,Smartphone S12 Lite,Smartphone,MobiOne,3,1840.83,0.0,12.35,5534.84,Site,Boleto,Campinas,SP,Entregue
853,2025-11-27,1395,112,Webcam HD Pro,Acessórios,VisionCam,1,247.35,19.79,30.28,257.84,Site,Cartão de Crédito,Recife,PE,Entregue
854,2025-05-18,1174,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,108.74,0.0,18.57,127.31,App,Cartão de Crédito,Recife,PE,Cancelado
855,2025-03-18,1406,101,Notebook Pro 14,Notebook,TechMax,1,4143.17,124.3,46.54,4065.41,Site,Cartão de Crédito,Porto Alegre,RS,Cancelado
856,2025-12-24,1404,108,Caixa de Som Mini,Áudio,SoundBit,2,198.48,31.76,19.83,385.03,App,Pix,Belo Horizonte,MG,Cancelado
857,2025-07-28,1184,108,Caixa de Som Mini,Áudio,SoundBit,1,198.26,15.86,14.55,196.95,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
858,2025-04-17,1287,105,Monitor 24 Full HD,Monitores,ViewTop,4,1023.48,0.0,10.29,4104.21,Marketplace,Boleto,São Paulo,SP,Entregue
859,2025-02-06,1096,112,Webcam HD Pro,Acessórios,VisionCam,1,237.67,7.13,45.67,276.21,App,Pix,Recife,PE,Cancelado
860,2025-07-06,1441,106,Monitor 27 QHD,Monitores,ViewTop,2,1673.5,0.0,1.75,3348.75,App,Cartão de Crédito,Recife,PE,Cancelado
861,2025-08-18,1152,102,Notebook Air 13,Notebook,TechMax,1,3985.45,0.0,31.83,4017.28,Marketplace,Boleto,Goiânia,GO,Entregue
862,2025-04-24,1195,106,Monitor 27 QHD,Monitores,ViewTop,1,1588.08,0.0,24.92,1613.0,App,Cartão de Crédito,Recife,PE,Cancelado
863,2025-03-04,1123,101,Notebook Pro 14,Notebook,TechMax,2,4313.05,258.78,20.93,8388.25,Marketplace,Boleto,Florianópolis,SC,Cancelado
864,2025-07-05,1269,102,Notebook Air 13,Notebook,TechMax,3,3633.16,871.96,39.18,10066.7,App,Pix,Goiânia,GO,Entregue
865,2025-07-26,1210,109,Smartphone S12,Smartphone,MobiOne,2,2317.15,370.74,1.41,4264.97,App,Pix,Rio de Janeiro,RJ,Entregue
866,2025-08-30,1428,102,Notebook Air 13,Notebook,TechMax,1,3600.74,0.0,38.15,3638.89,Site,Cartão de Crédito,Campinas,SP,Faturado
867,2025-05-13,1099,101,Notebook Pro 14,Notebook,TechMax,1,4354.83,217.74,8.01,4145.1,Site,Cartão de Crédito,Belo Horizonte,MG,Entregue
868,2025-01-21,1320,110,Smartphone S12 Lite,Smartphone,MobiOne,4,1775.8,0.0,9.26,7112.46,App,Boleto,Salvador,BA,Cancelado
869,2025-03-10,1311,105,Monitor 24 Full HD,Monitores,ViewTop,2,1021.95,61.32,22.27,2004.85,App,Cartão de Crédito,São Paulo,SP,Entregue
870,2025-10-10,1240,101,Notebook Pro 14,Notebook,TechMax,4,4401.14,0.0,15.46,17620.02,App,Cartão de Crédito,Belo Horizonte,MG,Faturado
871,2025-02-21,1407,106,Monitor 27 QHD,Monitores,ViewTop,3,1893.3,284.0,37.05,5432.95,App,Cartão de Crédito,Goiânia,GO,Entregue
872,2025-10-29,1428,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1901.4,0.0,41.32,1942.72,Marketplace,Cartão de Crédito,Curitiba,PR,Faturado
873,2025-12-02,1372,104,Teclado Mecânico K80,Periféricos,ClickGo,1,329.95,0.0,13.55,343.5,Site,Boleto,Goiânia,GO,Faturado
874,2025-11-13,1337,107,Headset Gamer H7,Áudio,SoundBit,1,260.91,0.0,15.9,276.81,Site,Boleto,Belo Horizonte,MG,Cancelado
875,2025-04-28,1393,111,Tablet T10,Tablet,MobiOne,3,1527.2,0.0,17.41,4599.01,App,Boleto,Rio de Janeiro,RJ,Faturado
876,2025-03-17,1086,106,Monitor 27 QHD,Monitores,ViewTop,3,1473.43,221.01,33.78,4233.06,Site,Boleto,Recife,PE,Faturado
877,2025-10-12,1274,107,Headset Gamer H7,Áudio,SoundBit,2,285.88,0.0,0.66,572.42,App,Pix,Goiânia,GO,Entregue
878,2025-06-09,1212,106,Monitor 27 QHD,Monitores,ViewTop,2,1700.07,170.01,20.51,3250.64,App,Pix,Porto Alegre,RS,Entregue
879,2025-04-14,1280,112,Webcam HD Pro,Acessórios,VisionCam,1,246.52,12.33,8.25,242.44,Site,Pix,Porto Alegre,RS,Cancelado
880,2025-05-14,1230,109,Smartphone S12,Smartphone,MobiOne,2,2489.26,248.93,35.87,4765.46,Marketplace,Cartão de Crédito,Curitiba,PR,Entregue
881,2025-07-28,1009,112,Webcam HD Pro,Acessórios,VisionCam,2,251.21,40.19,4.17,466.4,App,Cartão de Crédito,São Paulo,SP,Cancelado
882,2025-05-02,1110,105,Monitor 24 Full HD,Monitores,ViewTop,2,1027.2,164.35,8.27,1898.32,Marketplace,Cartão de Crédito,São Paulo,SP,Entregue
883,2025-08-22,1020,112,Webcam HD Pro,Acessórios,VisionCam,1,249.86,7.5,5.91,248.27,Marketplace,Pix,Curitiba,PR,Faturado
884,2025-06-16,1299,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,118.27,7.1,15.52,244.96,Site,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
885,2025-06-01,1205,105,Monitor 24 Full HD,Monitores,ViewTop,1,972.84,0.0,16.75,989.59,App,Cartão de Crédito,Curitiba,PR,Cancelado
886,2025-06-24,1089,112,Webcam HD Pro,Acessórios,VisionCam,2,252.29,0.0,27.79,532.37,Marketplace,Boleto,Campinas,SP,Entregue
887,2025-06-24,1329,112,Webcam HD Pro,Acessórios,VisionCam,1,266.97,0.0,34.75,301.72,Marketplace,Cartão de Crédito,Florianópolis,SC,Cancelado
888,2025-12-20,1400,112,Webcam HD Pro,Acessórios,VisionCam,3,264.77,0.0,8.57,802.88,Site,Pix,Florianópolis,SC,Faturado
889,2025-08-27,1446,106,Monitor 27 QHD,Monitores,ViewTop,3,1733.76,0.0,1.1,5202.38,Site,Boleto,Salvador,BA,Faturado
890,2025-09-02,1028,111,Tablet T10,Tablet,MobiOne,1,1432.51,71.63,34.76,1395.64,Marketplace,Boleto,Florianópolis,SC,Entregue
891,2025-09-26,1258,101,Notebook Pro 14,Notebook,TechMax,1,4129.5,0.0,25.56,4155.06,App,Cartão de Crédito,Porto Alegre,RS,Entregue
892,2025-01-07,1386,103,Mouse Sem Fio X1,Periféricos,ClickGo,3,115.26,17.29,38.16,366.65,App,Boleto,São Paulo,SP,Entregue
893,2025-09-10,1149,109,Smartphone S12,Smartphone,MobiOne,1,2464.48,0.0,3.45,2467.93,Marketplace,Cartão de Crédito,Campinas,SP,Entregue
894,2025-04-27,1293,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,128.01,0.0,27.98,155.99,App,Cartão de Crédito,Porto Alegre,RS,Entregue
895,2025-03-14,1205,109,Smartphone S12,Smartphone,MobiOne,2,2487.12,0.0,36.49,5010.73,App,Pix,Salvador,BA,Faturado
896,2025-03-27,1287,112,Webcam HD Pro,Acessórios,VisionCam,1,247.77,0.0,23.21,270.98,Site,Pix,Rio de Janeiro,RJ,Entregue
897,2025-07-18,1316,107,Headset Gamer H7,Áudio,SoundBit,1,279.26,0.0,14.25,293.51,App,Boleto,Florianópolis,SC,Cancelado
898,2025-05-27,1398,104,Teclado Mecânico K80,Periféricos,ClickGo,1,371.41,29.71,25.48,367.18,Marketplace,Pix,Belo Horizonte,MG,Entregue
899,2025-05-26,1344,111,Tablet T10,Tablet,MobiOne,1,1392.0,111.36,32.32,1312.96,Marketplace,Pix,Florianópolis,SC,Faturado
900,2025-07-13,1177,106,Monitor 27 QHD,Monitores,ViewTop,1,1644.76,0.0,14.02,1658.78,App,Boleto,Porto Alegre,RS,Entregue
901,2025-04-26,1316,101,Notebook Pro 14,Notebook,TechMax,1,4378.17,131.35,42.31,4289.13,Marketplace,Boleto,Curitiba,PR,Entregue
902,2025-03-23,1103,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,106.52,0.0,48.99,155.51,App,Pix,Recife,PE,Entregue
903,2025-05-03,1125,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,127.2,3.82,49.76,173.14,App,Cartão de Crédito,Campinas,SP,Faturado
904,2025-12-05,1157,105,Monitor 24 Full HD,Monitores,ViewTop,2,955.9,0.0,16.03,1927.83,Marketplace,Pix,São Paulo,SP,Faturado
905,2025-05-12,1109,101,Notebook Pro 14,Notebook,TechMax,1,4231.71,0.0,35.26,4266.97,Site,Boleto,Porto Alegre,RS,Cancelado
906,2025-11-27,1374,109,Smartphone S12,Smartphone,MobiOne,4,2366.01,0.0,18.44,9482.48,Site,Boleto,Curitiba,PR,Cancelado
907,2025-03-03,1340,112,Webcam HD Pro,Acessórios,VisionCam,3,276.76,0.0,18.92,849.2,App,Cartão de Crédito,São Paulo,SP,Cancelado
908,2025-06-08,1103,105,Monitor 24 Full HD,Monitores,ViewTop,1,1027.43,0.0,18.62,1046.05,App,Boleto,Rio de Janeiro,RJ,Entregue
909,2025-07-20,1035,105,Monitor 24 Full HD,Monitores,ViewTop,4,1009.34,0.0,28.99,4066.35,Marketplace,Boleto,São Paulo,SP,Faturado
910,2025-11-14,1150,105,Monitor 24 Full HD,Monitores,ViewTop,1,1012.75,0.0,27.35,1040.1,App,Pix,Porto Alegre,RS,Faturado
911,2025-07-30,1249,104,Teclado Mecânico K80,Periféricos,ClickGo,1,351.47,0.0,0.73,352.2,App,Boleto,Salvador,BA,Entregue
912,2025-03-12,1235,102,Notebook Air 13,Notebook,TechMax,1,3853.88,115.62,37.04,3775.3,App,Boleto,Rio de Janeiro,RJ,Cancelado
913,2025-08-03,1157,101,Notebook Pro 14,Notebook,TechMax,1,3941.39,315.31,37.42,3663.5,Marketplace,Pix,São Paulo,SP,Cancelado
914,2025-12-12,1351,107,Headset Gamer H7,Áudio,SoundBit,1,298.3,0.0,21.61,319.91,Marketplace,Pix,Rio de Janeiro,RJ,Entregue
915,2025-11-28,1142,111,Tablet T10,Tablet,MobiOne,1,1463.82,117.11,37.84,1384.55,Site,Boleto,Curitiba,PR,Cancelado
916,2025-09-24,1144,105,Monitor 24 Full HD,Monitores,ViewTop,1,1026.12,0.0,20.71,1046.83,Site,Cartão de Crédito,Salvador,BA,Cancelado
917,2025-08-25,1374,106,Monitor 27 QHD,Monitores,ViewTop,1,1580.07,0.0,9.25,1589.32,Marketplace,Boleto,Salvador,BA,Faturado
918,2025-08-10,1124,111,Tablet T10,Tablet,MobiOne,1,1402.72,0.0,42.99,1445.71,App,Cartão de Crédito,Florianópolis,SC,Entregue
919,2025-06-27,1278,107,Headset Gamer H7,Áudio,SoundBit,2,280.22,0.0,29.17,589.61,Site,Cartão de Crédito,Curitiba,PR,Entregue
920,2025-10-06,1159,111,Tablet T10,Tablet,MobiOne,1,1515.42,45.46,22.15,1492.11,App,Boleto,Rio de Janeiro,RJ,Entregue
921,2025-08-27,1336,109,Smartphone S12,Smartphone,MobiOne,3,2533.0,607.92,34.55,7025.63,App,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
922,2025-08-10,1163,106,Monitor 27 QHD,Monitores,ViewTop,1,1699.23,0.0,46.86,1746.09,Site,Boleto,Campinas,SP,Entregue
923,2025-04-20,1156,101,Notebook Pro 14,Notebook,TechMax,3,4233.59,381.02,23.11,12342.86,Marketplace,Boleto,Porto Alegre,RS,Entregue
924,2025-10-05,1055,111,Tablet T10,Tablet,MobiOne,1,1338.99,66.95,32.67,1304.71,Site,Cartão de Crédito,Curitiba,PR,Entregue
925,2025-12-23,1291,101,Notebook Pro 14,Notebook,TechMax,2,4167.13,666.74,39.26,7706.78,App,Cartão de Crédito,Florianópolis,SC,Cancelado
926,2025-01-28,1184,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1907.09,57.21,18.38,1868.26,Site,Boleto,Belo Horizonte,MG,Faturado
927,2025-04-06,1095,108,Caixa de Som Mini,Áudio,SoundBit,4,188.2,60.22,1.68,694.26,Marketplace,Pix,Rio de Janeiro,RJ,Entregue
928,2025-11-12,1116,108,Caixa de Som Mini,Áudio,SoundBit,1,175.87,0.0,41.13,217.0,Site,Pix,Rio de Janeiro,RJ,Entregue
929,2025-07-06,1381,101,Notebook Pro 14,Notebook,TechMax,3,4220.02,1012.8,21.41,11668.67,App,Cartão de Crédito,Curitiba,PR,Entregue
930,2025-03-18,1444,104,Teclado Mecânico K80,Periféricos,ClickGo,1,345.39,17.27,21.78,349.9,App,Pix,Campinas,SP,Entregue
931,2025-09-13,1219,112,Webcam HD Pro,Acessórios,VisionCam,4,264.36,0.0,40.55,1097.99,Marketplace,Cartão de Crédito,Porto Alegre,RS,Entregue
932,2025-10-03,1314,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1818.3,290.93,4.74,3350.41,App,Boleto,Salvador,BA,Entregue
933,2025-06-12,1056,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1843.92,0.0,49.78,1893.7,Marketplace,Pix,Goiânia,GO,Cancelado
934,2025-10-18,1286,101,Notebook Pro 14,Notebook,TechMax,3,4418.79,662.82,15.87,12609.42,Marketplace,Boleto,Belo Horizonte,MG,Faturado
935,2025-10-31,1226,111,Tablet T10,Tablet,MobiOne,1,1447.15,0.0,20.26,1467.41,Marketplace,Pix,São Paulo,SP,Entregue
936,2025-06-15,1151,105,Monitor 24 Full HD,Monitores,ViewTop,1,973.41,48.67,11.58,936.32,App,Cartão de Crédito,Recife,PE,Entregue
937,2025-01-03,1425,112,Webcam HD Pro,Acessórios,VisionCam,1,246.59,0.0,0.27,246.86,App,Pix,Goiânia,GO,Entregue
938,2025-05-18,1399,102,Notebook Air 13,Notebook,TechMax,1,3800.4,190.02,43.14,3653.52,App,Boleto,Goiânia,GO,Entregue
939,2025-06-20,1166,109,Smartphone S12,Smartphone,MobiOne,3,2320.1,348.02,37.76,6650.04,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
940,2025-06-02,1047,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,118.99,0.0,35.3,154.29,Marketplace,Pix,Recife,PE,Entregue
941,2025-07-02,1059,112,Webcam HD Pro,Acessórios,VisionCam,1,266.5,0.0,46.36,312.86,App,Pix,Rio de Janeiro,RJ,Faturado
942,2025-11-11,1363,111,Tablet T10,Tablet,MobiOne,1,1348.55,40.46,26.33,1334.42,Marketplace,Boleto,Porto Alegre,RS,Cancelado
943,2025-04-23,1282,109,Smartphone S12,Smartphone,MobiOne,1,2097.94,0.0,32.41,2130.35,Marketplace,Cartão de Crédito,Florianópolis,SC,Entregue
944,2025-01-14,1445,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,111.85,0.0,35.68,147.53,Site,Cartão de Crédito,Porto Alegre,RS,Entregue
945,2025-07-01,1159,112,Webcam HD Pro,Acessórios,VisionCam,3,259.14,0.0,18.09,795.51,App,Pix,São Paulo,SP,Entregue
946,2025-03-16,1104,105,Monitor 24 Full HD,Monitores,ViewTop,1,948.0,0.0,5.49,953.49,Site,Boleto,Rio de Janeiro,RJ,Entregue
947,2025-12-11,1438,105,Monitor 24 Full HD,Monitores,ViewTop,4,980.07,0.0,32.15,3952.43,Marketplace,Boleto,São Paulo,SP,Entregue
948,2025-12-05,1112,101,Notebook Pro 14,Notebook,TechMax,4,3931.88,0.0,3.48,15731.0,App,Boleto,Florianópolis,SC,Entregue
949,2025-08-02,1041,108,Caixa de Som Mini,Áudio,SoundBit,3,197.13,0.0,8.95,600.34,App,Boleto,Recife,PE,Entregue
950,2025-04-03,1322,101,Notebook Pro 14,Notebook,TechMax,2,4325.84,0.0,33.32,8685.0,App,Cartão de Crédito,Belo Horizonte,MG,Cancelado
951,2025-06-15,1335,101,Notebook Pro 14,Notebook,TechMax,1,4162.38,332.99,34.22,3863.61,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Faturado
952,2025-03-31,1045,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,112.39,0.0,31.89,256.67,Site,Cartão de Crédito,São Paulo,SP,Entregue
953,2025-11-18,1313,107,Headset Gamer H7,Áudio,SoundBit,1,264.56,13.23,41.61,292.94,App,Boleto,Rio de Janeiro,RJ,Entregue
954,2025-03-16,1384,112,Webcam HD Pro,Acessórios,VisionCam,1,255.94,7.68,3.92,252.18,App,Pix,Florianópolis,SC,Entregue
955,2025-01-29,1189,101,Notebook Pro 14,Notebook,TechMax,2,3834.8,613.57,35.06,7091.09,Marketplace,Cartão de Crédito,Campinas,SP,Entregue
956,2025-05-08,1242,107,Headset Gamer H7,Áudio,SoundBit,1,295.58,0.0,4.22,299.8,Site,Cartão de Crédito,Goiânia,GO,Entregue
957,2025-01-07,1212,112,Webcam HD Pro,Acessórios,VisionCam,2,241.95,38.71,32.89,478.08,App,Cartão de Crédito,Curitiba,PR,Cancelado
958,2025-06-04,1293,112,Webcam HD Pro,Acessórios,VisionCam,1,268.27,13.41,48.71,303.57,App,Boleto,Belo Horizonte,MG,Faturado
959,2025-07-31,1404,109,Smartphone S12,Smartphone,MobiOne,4,2292.53,0.0,49.76,9219.88,App,Pix,Campinas,SP,Cancelado
960,2025-08-27,1270,107,Headset Gamer H7,Áudio,SoundBit,2,293.94,29.39,44.78,603.27,App,Boleto,Florianópolis,SC,Entregue
961,2025-10-03,1374,106,Monitor 27 QHD,Monitores,ViewTop,4,1784.1,356.82,3.11,6782.69,App,Pix,Rio de Janeiro,RJ,Cancelado
962,2025-04-29,1100,108,Caixa de Som Mini,Áudio,SoundBit,1,203.37,6.1,3.34,200.61,Site,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
963,2025-01-11,1410,101,Notebook Pro 14,Notebook,TechMax,1,4543.73,0.0,46.8,4590.53,App,Pix,Recife,PE,Entregue
964,2025-12-30,1287,107,Headset Gamer H7,Áudio,SoundBit,2,265.92,0.0,3.54,535.38,App,Cartão de Crédito,São Paulo,SP,Entregue
965,2025-02-21,1405,101,Notebook Pro 14,Notebook,TechMax,2,4179.83,0.0,13.4,8373.06,Site,Pix,Belo Horizonte,MG,Entregue
966,2025-10-20,1059,105,Monitor 24 Full HD,Monitores,ViewTop,2,917.66,91.77,26.44,1769.99,App,Pix,Goiânia,GO,Faturado
967,2025-04-03,1100,106,Monitor 27 QHD,Monitores,ViewTop,1,1509.57,0.0,16.28,1525.85,Marketplace,Pix,Salvador,BA,Entregue
968,2025-05-18,1331,111,Tablet T10,Tablet,MobiOne,4,1416.45,453.26,1.02,5213.56,Site,Pix,Recife,PE,Faturado
969,2025-02-05,1402,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,115.38,11.54,15.09,234.31,Marketplace,Boleto,Recife,PE,Entregue
970,2025-01-04,1372,101,Notebook Pro 14,Notebook,TechMax,2,3927.82,392.78,8.49,7471.35,App,Pix,Goiânia,GO,Cancelado
971,2025-01-11,1296,109,Smartphone S12,Smartphone,MobiOne,1,2350.44,188.04,24.18,2186.58,App,Pix,Goiânia,GO,Entregue
972,2025-07-09,1431,106,Monitor 27 QHD,Monitores,ViewTop,1,1573.55,47.21,30.8,1557.14,Site,Pix,Campinas,SP,Entregue
973,2025-04-22,1311,107,Headset Gamer H7,Áudio,SoundBit,1,283.31,22.66,15.55,276.2,Marketplace,Cartão de Crédito,Goiânia,GO,Cancelado
974,2025-05-25,1364,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1694.86,101.69,24.34,3312.37,Site,Pix,Campinas,SP,Entregue
975,2025-04-16,1191,107,Headset Gamer H7,Áudio,SoundBit,4,284.38,0.0,41.04,1178.56,Marketplace,Pix,Campinas,SP,Entregue
976,2025-09-22,1058,104,Teclado Mecânico K80,Periféricos,ClickGo,2,349.34,34.93,20.89,684.64,Marketplace,Cartão de Crédito,Goiânia,GO,Entregue
977,2025-04-16,1013,104,Teclado Mecânico K80,Periféricos,ClickGo,4,340.55,0.0,33.29,1395.49,Marketplace,Boleto,Campinas,SP,Cancelado
978,2025-02-09,1376,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,113.45,11.34,49.37,264.93,App,Pix,Belo Horizonte,MG,Entregue
979,2025-07-20,1347,106,Monitor 27 QHD,Monitores,ViewTop,1,1552.29,0.0,23.5,1575.79,Site,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
980,2025-07-30,1366,112,Webcam HD Pro,Acessórios,VisionCam,4,253.51,30.42,24.11,1007.73,App,Cartão de Crédito,São Paulo,SP,Entregue
981,2025-10-22,1447,101,Notebook Pro 14,Notebook,TechMax,1,4031.69,0.0,6.15,4037.84,Site,Pix,Curitiba,PR,Cancelado
982,2025-08-12,1393,108,Caixa de Som Mini,Áudio,SoundBit,1,193.14,5.79,20.77,208.12,App,Boleto,São Paulo,SP,Cancelado
983,2025-03-18,1165,105,Monitor 24 Full HD,Monitores,ViewTop,2,968.07,0.0,40.81,1976.95,Site,Cartão de Crédito,São Paulo,SP,Entregue
984,2025-09-27,1344,105,Monitor 24 Full HD,Monitores,ViewTop,2,965.31,0.0,25.59,1956.21,Site,Pix,Curitiba,PR,Entregue
985,2025-07-06,1008,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,112.6,0.0,37.01,262.21,App,Boleto,Rio de Janeiro,RJ,Faturado
986,2025-04-30,1180,109,Smartphone S12,Smartphone,MobiOne,1,2479.29,198.34,6.57,2287.52,App,Pix,Campinas,SP,Cancelado
